text,congruent,corrAns,letterColor,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,resp.keys,resp.corr,resp.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
rood,0,space,blue,,,,,2,4,36,2,return,0,1.34124016762,None,,2014_Aug_29_1208,59.7275856226,stroop.psyexp 4 kleuren,02,1,
geel,0,tab,red,,,,,2,5,37,12,tab,1,1.57600998878,None,,2014_Aug_29_1208,59.7275856226,stroop.psyexp 4 kleuren,02,1,
geel,1,enter,yellow,,,,,2,6,38,15,return,0,1.1236011982,None,,2014_Aug_29_1208,59.7275856226,stroop.psyexp 4 kleuren,02,1,
blauw,0,lshift,green,,,,,2,7,39,9,lshift,1,1.34012007713,None,,2014_Aug_29_1208,59.7275856226,stroop.psyexp 4 kleuren,02,1,
rood,1,tab,red,,,,,2,8,40,0,tab,1,1.57558012009,None,,2014_Aug_29_1208,59.7275856226,stroop.psyexp 4 kleuren,02,1,
rood,0,lshift,green,,,,,2,9,41,1,lshift,1,1.54097986221,None,,2014_Aug_29_1208,59.7275856226,stroop.psyexp 4 kleuren,02,1,
groen,0,space,blue,,,,,2,10,42,6,space,1,1.29105210304,None,,2014_Aug_29_1208,59.7275856226,stroop.psyexp 4 kleuren,02,1,
blauw,0,enter,yellow,,,,,2,11,43,11,return,0,1.12365102768,None,,2014_Aug_29_1208,59.7275856226,stroop.psyexp 4 kleuren,02,1,
rood,0,enter,yellow,,,,,2,12,44,3,return,0,1.19061899185,None,,2014_Aug_29_1208,59.7275856226,stroop.psyexp 4 kleuren,02,1,
blauw,1,space,blue,,,,,2,13,45,10,space,1,1.30755496025,None,,2014_Aug_29_1208,59.7275856226,stroop.psyexp 4 kleuren,02,1,
groen,0,tab,red,,,,,2,14,46,4,tab,1,1.3409049511,None,,2014_Aug_29_1208,59.7275856226,stroop.psyexp 4 kleuren,02,1,
blauw,0,tab ,red,,,,,2,15,47,8,tab,0,1.67619776726,None,,2014_Aug_29_1208,59.7275856226,stroop.psyexp 4 kleuren,02,1,
